type,value,context,confidence,first_seen,last_seen,case_count,cases,sources
path,%TEMP%\appclient_YYYYMMDDHHMMSS.zip,ABCDoor self-update package staged before execution,high,2026-05-18,2026-05-18,1,2026-05-18_SilverFox-ABCDoor-Tax-Phishing,Kaspersky Securelist 2026-04-30
path,%TEMP%\ApplicationInstallationFolder_11,MSI drop folder for consent.exe + msimg32.dll + decoy,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
path,%TEMP%\flt.bin,JFMBackdoor shellcode stub staging path,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
path,%TEMP%\FLTLIB.dll,JFMBackdoor side-load DLL staging path,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
path,%TEMP%\fltMC.exe,JFMBackdoor LOLBin staging path outside System32,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
path,%TEMP%\scr.mui,JFMBackdoor encrypted configuration file staging path,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
path,%USERPROFILE%\Downloads,Spearphishing ZIP archive landing path for the lure,high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
path,.cursorrules,TrapDoor AI-assistant prompt-injection persistence file,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
path,/.well-known/openid-configuration,OIDC discovery endpoint Fulcio fetches from the configured issuer (entry point of the chain),high,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,GitLab Advisory Database
path,/<url-pattern>/check_telegram_updates.php,Google flow: POST endpoint carrying visitor ID; backend relays stolen data to a Telegram bot,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
path,/<url-pattern>/Image/office360.png,Kit icon path; office360.png aol.png yahoo.png google.png email.png email.png loaded from a fixed /Image/ directory,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
path,/<url-pattern>/mlog.php,Google flow: POST endpoint that receives the password,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
path,/<url-pattern>/pass.php,Google flow: POST endpoint that receives the login/email,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
path,/<url-pattern>/process.php,Non-Google flow: POST endpoint that receives the intercepted OTP code,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
path,/<url-pattern>/processmail.php,Non-Google flow: POST endpoint that receives harvested email + password,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
path,/api/./roles,Dot-segment bypass path that returns role assignments pre-auth,high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,CISA/NVD
path,/api/./users,Dot-segment bypass path that returns the full user list pre-auth,high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,CISA ICSA-26-181-02
path,/api/getTagValue,Unauthenticated device tag-value disclosure endpoint,high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,GHSA-fwcm-rqvw-j3p7
path,/api/project/../users,Traversal variant reaching the protected users handler pre-auth,high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,CISA/NVD
path,/api/roles,Protected role-assignment endpoint (target of the bypass),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,windowsnews.ai (reported)
path,/api/users,Protected user-inventory endpoint (target of the bypass),high,2026-07-04,2026-07-04,1,2026-07-04_FUXA-SCADA-HMI-PathNorm-AuthBypass-CVE-2026-13207,windowsnews.ai (reported)
path,/api/v1/applications/{app}/managed-resources,Recon endpoint used to enumerate managed Secret objects before extraction,high,2026-06-11,2026-06-11,1,2026-06-11_ArgoCD-ServerSideDiff-CVE-2026-42880-K8s-Secret-Leak,Vendor advisory PoC
path,/api/v1/projects/{project}/detailed,Companion CVE-2025-55190 endpoint returning plaintext repository credentials,high,2026-06-11,2026-06-11,1,2026-06-11_ArgoCD-ServerSideDiff-CVE-2026-42880-K8s-Secret-Leak,GHSA-786q-9hcg-v9ff
path,/application.ApplicationService/ServerSideDiff,Vulnerable Argo CD gRPC/REST method that returns unmasked Secret data; the extraction call,high,2026-06-11,2026-06-11,1,2026-06-11_ArgoCD-ServerSideDiff-CVE-2026-42880-K8s-Secret-Leak,Vendor advisory
path,/blocked.html,Kit fingerprint; requested in fixed chain after GET / and /favicon.ico,high,2026-06-17,2026-06-17,1,2026-06-17_FakeInvitation-PhishKit-OTP-RMM,ANY.RUN 2026-05-05
path,/etc/ld.so.preload,Rewritten to point at /etc/libld.so for userspace hiding (T1574.006),high,2026-06-12,2026-06-12,1,2026-06-12_LinkPro-eBPF-Rootkit-MagicPacket-EKS,Synacktiv
path,/etc/libld.so,LinkPro userspace hiding library dropped here (chmod 0755),high,2026-06-12,2026-06-12,1,2026-06-12_LinkPro-eBPF-Rootkit-MagicPacket-EKS,Synacktiv
path,/etc/motd,ESXi SSH message-of-the-day overwritten with the ransom note (defacement),high,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
path,/etc/ssh/sshd_config,Audit for PermitRootLogin yes (post-downgrade escalation),high,2026-05-16,2026-05-16,1,2026-05-16_Cisco-SDWAN-vHub-AuthBypass-UAT8616,Talos UAT-8616 blog
path,/home/runner/.bun/bin/bun,bun runtime download path on GitHub Actions runner used by actions-cool imposter,high,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,StepSecurity 2026-05-18
path,/home/vmanage-admin/.ssh/authorized_keys,SSH key injection sink — append-mode primitive,high,2026-05-16,2026-05-16,1,2026-05-16_Cisco-SDWAN-vHub-AuthBypass-UAT8616,Rapid7 technical analysis
path,/images/m.php,Confirmed working web-shell path (GET ...?cmd=id returned 200),high,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,mySites.guru
path,/index.php?option=com_jce&task=plugin.rpc&plugin=browser&method=upload,File-browser RPC used to drop the web shell through the rogue profile,high,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,mySites.guru
path,/index.php?option=com_jce&task=profiles.import,Unauthenticated profile-import endpoint; initial-access primitive,high,2026-06-18,2026-06-18,1,2026-06-18_JCE-CVE-2026-48907-Joomla-Unauth-RCE,YesWeHack/mySites.guru
path,/ocpp,Common OCPP WebSocket endpoint path on CSMS/CPMS backends (also /ocpp/<stationId>,medium,2026-06-06,2026-06-06,1,2026-06-06_OCPP-EVCharging-ABB-TerraAC-CVE-2025-5517,medium
path,/opt/cisco/config/platform/rmdb/CSP_MOUNT_LIST,FIRESTARTER persistence target file,high,2026-04-30,2026-04-30,1,2026-04-30_FIRESTARTER-LINE-VIPER-UAT4356,CISA AR26-113A
path,/saml/login,Pre-auth SAML IdP endpoint that parses the AuthnRequest; the exploitation entry point,high,2026-07-09,2026-07-09,1,2026-07-09_CitrixBleed-Infinity-NetScaler-SAML-Overread-CVE-2026-8451,watchTowr Labs
path,/saml/metadata,SAML IdP metadata endpoint used to fingerprint whether the appliance is configured as an IdP,medium,2026-07-09,2026-07-09,1,2026-07-09_CitrixBleed-Infinity-NetScaler-SAML-Overread-CVE-2026-8451,Jarmi analysis
path,/tmp/.del,Symlink to /dev/null created by vGet; vShell sets HISTFILE here to suppress shell history (T1070.003),high,2026-06-12,2026-06-12,1,2026-06-12_LinkPro-eBPF-Rootkit-MagicPacket-EKS,Synacktiv
path,/tmp/.rope_state/ssm_instances.json,AWS SSM lateral state file enumerating targeted EC2 instances,high,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,Wiz 2026-05-19
path,/tmp/managed.pyz,Primary rope.pyz drop path on Linux dev hosts and runners,high,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,Wiz 2026-05-19
path,/tmp/out.zip,Local staging archive built with ditto and exfiltrated via curl,medium,2026-05-30,2026-05-30,1,2026-05-30_AMOS-OpenClaw-Skill-macOS-Stealer,glueckkanja
path,/tmp/rope-*.pyz,Secondary rope.pyz drop path with random suffix,high,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,Wiz 2026-05-19
path,/tmp/rope.pyz,Alternate rope.pyz drop name observed in some samples,high,2026-05-21,2026-05-21,1,2026-05-21_TeamPCP-48h-Multi-Vector-SupplyChain,Wiz 2026-05-19
path,/usr/lib/vmware/hostd/docroot/index.html,ESXi web-UI index page overwritten with the ransom note (defacement),high,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
path,/var/run/.vect,Killswitch / marker (Linux),high,2026-05-01,2026-05-01,1,2026-05-01_VECT-2.0-RaaS,Check Point Research
path,/vmfs/volumes,VMFS datastore root named in the ELF binary help text as the intended target path,high,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
path,\EFI\<vendor>\grubx64.efi,GRUB2 bootloader affected by BootHole CVE-2020-10713,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Eclypsium/NSA
path,\EFI\<vendor>\shimx64.efi,Linux shim signed by UEFI CA 2011 - stops verifying once 2011 cert removed without a 2023-signed shim,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Red Hat/fwupd
path,\EFI\Boot\bootx64.efi,Fallback boot path on the ESP - alternate bootkit staging location,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,CISA BlackLotus Mitigation Guide
path,\EFI\Microsoft\Boot\bootmgfw.efi,Windows Boot Manager on the ESP - BlackLotus replaces it with a signed-but-revoked older version,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,CISA BlackLotus Mitigation Guide
path,\Microsoft\Windows\Windows Error Reporting\QueueReporting,Scheduled task whose next firing executes attacker binary as SYSTEM via the hijacked windir,high,2026-05-29,2026-05-29,1,2026-05-29_MiniPlasma-CVE-2020-17103-Silent-Regression-NightmareEclipse,https://thehackernews.com/2026/05/miniplasma-windows-0-day-enables-system.html
path,\Start Menu\Programs\Startup\,Canonical persistence sink written by an attacker after sandbox escape,high,2026-05-13,2026-05-13,1,2026-05-13_SemanticKernel-Prompt2RCE,https://www.microsoft.com/en-us/security/blog/2026/05/07/prompts-become-shells-rce-vulnerabilities-ai-agent-frameworks/
path,AdgNsy.exe,Renamed wab.exe injected with AdaptixC2 shellcode in %AppData%\Local,medium,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
path,AUDIT-MATRIX.md,Attacker playbook describing Universal AI Agent Extraction Framework,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://github.com/ddjidd564/defi-security-best-practices/blob/gh-pages/standards/AUDIT-MATRIX.md
path,BYPASS.md,Attacker bypass-concept document seeded in campaign repo,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
path,C:\fucked_icon\processed_file.icon,Custom icon written and registered for the .#~~~ extension by the Windows variant (elevated),medium,2026-06-09,2026-06-09,1,2026-06-09_Kyber-Dual-ESXi-Windows-Backup-Hypervisor-Ransomware,Rapid7
path,C:\inetpub\pub\<redacted>_update.exe,DynoWiper deploy location (variant),high,2026-05-04,2026-05-04,1,2026-05-04_C0063-Poland-Wiper,ESET
path,C:\inetpub\pub\schtask.exe,DynoWiper deploy location,high,2026-05-04,2026-05-04,1,2026-05-04_C0063-Poland-Wiper,ESET
path,C:\inetpub\pub\schtask2.exe,DynoWiper deploy location (build 2),high,2026-05-04,2026-05-04,1,2026-05-04_C0063-Poland-Wiper,ESET
path,C:\Program Files (x86)\ScreenConnect Client (*),Default ScreenConnect installation path on 64-bit Windows,medium,2026-05-20,2026-05-20,1,2026-05-20_Storm-2949-Cloud-Identity-SSPR,Microsoft Security Blog 2026-05-18
path,C:\Program Files (x86)\ScreenConnect Client (adbce2b92cb435b3)\,ScreenConnect install path with campaign-invariant GUID,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
path,C:\ProgramData\.vect,Killswitch / marker (Windows),high,2026-05-01,2026-05-01,1,2026-05-01_VECT-2.0-RaaS,Check Point Research
path,C:\ProgramData\FileZilla_3.68.1_win64_sponsored2-setup.exe,FileZilla installer used for SFTP exfiltration,medium,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
path,C:\ProgramData\JWrapper-Remote Access\,JWrapper installation tree root,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
path,C:\ProgramData\JWrapper-Remote Access\JWAppsSharedConfig\serviceconfig.xml,Service configuration XML,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
path,C:\ProgramData\JWrapper-Remote Access\JWAppsSharedConfig\sgalive,Watchdog liveness file tailed by SimpleService.exe,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
path,C:\ProgramData\JWrapper-Remote Access\JWAppsSharedConfig\SimpleGatewayService\SimpleGatewayService.exe,Service binary install path,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
path,C:\ProgramData\JWrapper-Remote Access\JWAppsSharedConfig\SimpleService.exe,Watchdog binary install path,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
path,C:\ProgramData\locker.exe,Akira ransomware staging path,high,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
path,C:\ProgramData\Microsoft\Microsoft\Appunion.exe,NetDraft persistence drop path with double-Microsoft camouflage,high,2026-05-11,2026-05-11,1,2026-05-11_UAT-8302-China-Government-Espionage,https://blog.talosintelligence.com/uat-8302/
path,C:\ProgramData\Microsoft\Network,JFMBackdoor persistent staging directory referenced in scr.mui config,high,2026-05-22,2026-05-22,1,2026-05-22_RedLamassu-JFMBackdoor-Showboat-Telecom,PwC TI 2026-05-21
path,C:\ProgramData\Tailscale\,ABCDoor implant copy directory abusing the legitimate Tailscale brand,high,2026-05-18,2026-05-18,1,2026-05-18_SilverFox-ABCDoor-Tax-Phishing,Kaspersky Securelist 2026-04-30
path,C:\runfinish.exe,Empty completion marker written post-encryption,high,2026-06-30,2026-06-30,1,2026-06-30_DireWolf-Golang-DoubleExtortion-Ransomware,AhnLab ASEC 2025-09-01
path,C:\temp\netscan.exe,Softperfect Network Scanner observed at this canonical path used by many e-crime operators,medium,2026-05-15,2026-05-15,1,2026-05-15_EtherRAT-TukTuk-Gentlemen,DFIR Report TB40048
path,C:\Users\<USER>\Downloads\r.exe,rsocx drop,high,2026-05-04,2026-05-04,1,2026-05-04_C0063-Poland-Wiper,ESET
path,C:\Users\<USER>\Downloads\rubeus.exe,Rubeus drop,high,2026-05-04,2026-05-04,1,2026-05-04_C0063-Poland-Wiper,ESET
path,C:\Users\Public\BDSubWiz.exe,Sideload loader staged in Public; loads log.dll from same dir,medium,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
path,C:\Users\Public\log.dll,Umbrij DLL sideloaded by BDSubWiz.exe/BDS.exe,high,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
path,C:\Windows\Boot\EFI\SecureBootRecovery.efi,Microsoft recovery binary that re-adds the Windows UEFI CA 2023 cert if cert state is wiped,high,2026-06-07,2026-06-07,1,2026-06-07_SecureBoot-2011-Cert-Expiry-Bootkit-Exposure,Microsoft
path,C:\Windows\Debug\a.cache,RC4-encrypted Embargo ransomware payload staged by MDeployer,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\Debug\b.cache,RC4-encrypted MS4Killer payload staged by MDeployer,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\Debug\fail.txt,MDeployer log file with stage prefixes,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\Debug\pay.exe,Decrypted Embargo ransomware,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\Debug\stop.exe,Flow-control sentinel created by MDeployer to prevent double encryption,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\praxisbackup.exe,Decrypted MS4Killer Rust EDR killer,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\Sysmon64.sys,probmon.sys vulnerable driver dropped under Sysmon64.sys name outside System32 drivers,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\System32\drivers\Sysmon64.sys,probmon.sys vulnerable driver dropped under Sysmon64.sys name in System32 drivers,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\System32\drivers\Sysprox.sys,probmon.sys vulnerable driver dropped under Sysprox.sys name,high,2026-05-19,2026-05-19,1,2026-05-19_Embargo-Rust-SafeMode-BYOVD,ESET WeLiveSecurity Oct 2024
path,C:\Windows\System32\Tasks\MicrosoftEdgeUpdateTaskMachine,Scheduled-task masquerade (genuine task has Core or UA suffix; attacker task has neither),high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
path,C:\Windows\System32\wbem\wmic.exe.bak,Renamed WMIC LOLBin masquerade single highest-confidence host anchor,high,2026-05-26,2026-05-26,1,2026-05-26_VenomousHelper-STAC6405-Dual-RMM-IAB,Securonix 2026-05-04
path,C:\Windows\Temp\GoogleDesktop.exe,Sideload loader in windows\temp; loads GoogleServices.DLL,medium,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
path,C:\Windows\Temp\GoogleServices.DLL,Umbrij DLL sideloaded by GoogleDesktop.exe,high,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
path,C:\Windows\Temp\hlpdrv.sys,Typical transient drop location for the helper driver,medium,2026-05-12,2026-05-12,1,2026-05-12_Qilin-EDR-Killer-msimg32,Cisco Talos
path,C:\Windows\Temp\result.dat,ADExplorer snapshot output prior to 7z compression,high,2026-05-11,2026-05-11,1,2026-05-11_UAT-8302-China-Government-Espionage,https://blog.talosintelligence.com/uat-8302/
path,C:\Windows\Temp\rwdrv.sys,Typical transient drop location for the BYOVD driver,medium,2026-05-12,2026-05-12,1,2026-05-12_Qilin-EDR-Killer-msimg32,Cisco Talos
path,C:\Windows\Temp\VSTestVideoRecorder.exe,Sideload loader in windows\temp; loads VS QualityTools VideoRecorderEngine.dll,medium,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
path,C:\Windows\Temp\whatpc.ps1,Reconnaissance helper script,high,2026-05-11,2026-05-11,1,2026-05-11_UAT-8302-China-Government-Espionage,https://blog.talosintelligence.com/uat-8302/
path,C:\Windows\Vss\bds.exe,Sideload loader staged in windows\vss; loads log.dll,medium,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
path,C:\Windows\Vss\log.dll,Umbrij DLL sideloaded from windows\vss,high,2026-07-06,2026-07-06,1,2026-07-06_ToddyCat-Umbrij-STRD-OAuth-Gmail,Securelist ToddyCat Umbrij (2026-06-30)
path,CLAUDE.md,TrapDoor AI-assistant prompt-injection persistence file,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
path,cldflt.sys,Windows Cloud Files Mini Filter Driver — vulnerable driver loaded by default on Windows 11 / Server 2022 / Server 2025; Windows 10 not affected,high,2026-05-29,2026-05-29,1,2026-05-29_MiniPlasma-CVE-2020-17103-Silent-Regression-NightmareEclipse,https://www.threatlocker.com/blog/miniplasma-windows-privilege-escalation-zero-day-affects-fully-patched-systems
path,client_config.json,LegionRelay on-disk client configuration file,high,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
path,ComponentLibrary/controller/CompLibFormHandler.php,Vulnerable source file (~line 330) in Kirki 6.0.0-6.0.6,high,2026-06-04,2026-06-04,1,2026-06-04_Kirki-CVE-2026-8206-WP-AccountTakeover,Kirki Trac
path,dcmqrscp,DCMTK query/retrieve SCP (image database) binary; storage-receiving path,high,2026-07-05,2026-07-05,1,2026-07-05_DCMTK-DICOM-Toolkit-PathTraversal-FileWrite-ICSMA-26-181-01,DCMTK documentation
path,dcmrecv,DCMTK simple Storage SCP receiver binary,high,2026-07-05,2026-07-05,1,2026-07-05_DCMTK-DICOM-Toolkit-PathTraversal-FileWrite-ICSMA-26-181-01,DCMTK documentation
path,DtlCrashCatch.dll,SPECTRALVIPER loader DLL side-loaded by the renamed legitimate dtlupdate.exe (IntelAudioService.exe),high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
path,EdgeApp.exe,Persistence binary masquerade dropped under user-writable path,high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
path,GentlemenCollection,Staging directory name used across all Gentlemen affiliate intrusions for EDR killer packages,high,2026-06-26,2026-06-26,1,2026-06-26_GentleKiller-BYOVD-Detection-Engineering,ESET Research 2026-06-18
path,HowToRecoveryFiles.txt,Ransom note written per traversed folder,high,2026-06-30,2026-06-30,1,2026-06-30_DireWolf-Golang-DoubleExtortion-Ransomware,AhnLab ASEC 2025-09-01
path,https://kubernetes.default.svc,Local in-cluster Kubernetes API endpoint the ServiceAccount token is meant to authenticate to exclusively,high,2026-07-02,2026-07-02,1,2026-07-02_Fulcio-Sigstore-OIDC-SSRF-CVE-2026-49478,GitLab Advisory Database
path,IntelAudioService.exe,Renamed copy of the legitimate signed dtlupdate.exe used as a side-loading host,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
path,letgovip.zip,Montana Empire kit archive filename observed on attacker web root,high,2026-07-08,2026-07-08,1,2026-07-08_Phantom-Squatting-AI-Hallucinated-Domains-Montana-Empire,Unit 42 Phantom Squatting (2026-06-30)
path,mentalite.php,Montana Empire kit server-side PHP endpoint (credential-capture backend),high,2026-07-08,2026-07-08,1,2026-07-08_Phantom-Squatting-AI-Hallucinated-Domains-Montana-Empire,Unit 42 Phantom Squatting (2026-06-30)
path,MicrosoftEdgeUpdate.exe,Persistence binary masquerade dropped under user-writable path (not the genuine Edge updater under Program Files),high,2026-05-25,2026-05-25,1,2026-05-25_UAC0057-OYSTERFRESH-Prometheus-Ukraine,CERT-UA-6315762
path,movescu,DCMTK C-MOVE client; parses received datasets (type-confusion / memory-leak crash surface),medium,2026-07-05,2026-07-05,1,2026-07-05_DCMTK-DICOM-Toolkit-PathTraversal-FileWrite-ICSMA-26-181-01,DCMTK documentation
path,n.exe,SoftPerfect Network Scanner renamed for recon,medium,2026-07-03,2026-07-03,1,2026-07-03_BumbleBee-AdaptixC2-Akira-SEO-to-NTDS,The DFIR Report 2026-06-29
path,OneDrive.Sync.Service.exe,Legitimate process injected by DtlCrashCatch.dll to run SPECTRALVIPER in backdoor mode,medium,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
path,panel_track.php,Montana Empire kit operator control-panel PHP endpoint (victim adjudication / OTP relay),high,2026-07-08,2026-07-08,1,2026-07-08_Phantom-Squatting-AI-Hallucinated-Domains-Montana-Empire,Unit 42 Phantom Squatting (2026-06-30)
path,PAYLOAD.md,Attacker payload-behavior document seeded in campaign repo,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
path,razer_update.log,PhantomRelayV2 watchdog execution log written to %TEMP%,medium,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
path,restore.ps1,LegionRelay helper that restores hijacked taskbar/desktop shortcuts to original config,medium,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
path,SetupUi.dll,SPECTRALVIPER backdoor DLL,high,2026-06-15,2026-06-15,1,2026-06-15_OceanLotus-SPECTRALVIPER-FireAnt-SupplyChain,ESET 2026-06-11
path,starter.ps1,LegionRelay shortcut-hijack privilege-escalation helper launched via conhost.exe --headless,medium,2026-06-01,2026-06-01,1,2026-06-01_GREYVIBE-PhantomRelay-LegionRelay-Ukraine,WithSecure
path,storescp,DCMTK Storage SCP receiver binary that constructs output filenames from received attributes (CVE-2026-50003 write path),high,2026-07-05,2026-07-05,1,2026-07-05_DCMTK-DICOM-Toolkit-PathTraversal-FileWrite-ICSMA-26-181-01,DCMTK documentation
path,SWARM.md,Attacker scaling / coordination document seeded in campaign repo,high,2026-05-28,2026-05-28,1,2026-05-28_TrapDoor-CrossEcosystem-Crypto-AI-Stealer,https://socket.dev/blog/trapdoor-crypto-stealer-npm-pypi-crates
